sector,stock_name,avg_yearly_return,variance_sum,overall_change_market_cap
Basic-Materials,AEM,0.09149602642370959,0.1416442364965173,-30.075135010396814
Utilities,AEP,0.1509348891484485,0.011412345201744193,296.7508712008198
Healthcare,AERI,0.22313514246519736,0.20723514040692526,738.3886206753449
Industrials,AER,0.29847908079003943,0.30598582930506735,2119.8164523165196
Utilities,AES,0.08742999573314188,0.05713473922214731,473.0042061956956
Financial-Services,AFB,0.06829541348951346,0.012613838949347932,-37.90888873913336
Financial-Services,AFG,0.206446565660723,0.025779955724115466,300.53565695195755
Industrials,AFI,-0.1387419853075942,0.19167687399930478,-65.25101549392996
Financial-Services,AFL,0.1442304740075054,0.026684302971226443,141.70228176745368
Healthcare,AFMD,0.02845134757535693,0.39660727703550963,222.5734447004607
Financial-Services,AFT,0.05051039593074599,0.01735273890734798,-20.261775641078984
Industrials,AGCO,0.12162853092698392,0.06528999862462868,-28.3087569117791
Financial-Services,AGD,0.03875395097939835,0.034258735275129425,10.520451230516905
Healthcare,AGE,2.5373375190609635,49.264455490795825,-100.00000000000259
Consumer-Defensive,AGFS,0.0056975592944969455,0.6482140884618172,-74.2289063470252
Healthcare,AGIO,0.4252771919707703,1.8581690620450522,266.9481091546836
Basic-Materials,AGI,0.04400735728399478,0.2613606712837098,4978.7913125590185
Healthcare,AGLE,0.021973568917758743,0.12963472360377623,2.3368630645306894
Financial-Services,AGM-A,0.3949242237828598,0.28200070396003957,-100.0
Financial-Services,AGM,0.37322904043341154,0.2156880243666369,256.97496119237223
Real-Estate,AGNCN,0.8583610592503698,1.2339185237786252,-12.433800440549279
Real-Estate,AGNC,0.11885018911321066,0.030182586301067967,656.0747207759202
Financial-Services,AGO,0.12765895286531048,0.07441951898476992,14.44392265750959
Consumer-Defensive,AGRO,0.0010607892115329736,0.05978143302904811,-78.47748335504492
Healthcare,AGRX,0.37411267851405766,1.8872950137887337,412.2128722209236
Utilities,AGR,0.09622768790890267,0.0222479983522993,-18.805749793103114
Healthcare,AGTC,0.00011248055748810011,0.3165228377894062,-34.88956748579848
Industrials,AGX,0.2175972437251418,0.2295896858514645,4993.250227686704
Technology,AGYS,0.15282583281900844,0.11936478667147099,157.754280375313
Communication-Services,AHC,0.10535796105965489,0.22161617994507948,-52.233789233697344
Real-Estate,AHH,0.15535132545847238,0.045760967531978905,636.9066441975892
Financial-Services,AHL-PC,0.0706701811367679,0.017002922920405204,63.55234076753064
Financial-Services,AHL-PD,0.07963127449037109,0.04805940754313852,-65.95889942069904
Real-Estate,AHT-PD,0.0861954217679766,0.002140420184757108,-32.505106184851826
Real-Estate,AHT,0.13112765985261504,0.17518840003718467,20.27305231202486
Financial-Services,AIF,0.05891336787251599,0.013958202998340063,-62.2026082244491
Industrials,AIMC,0.18402185807156538,0.12444864716338029,447.0073448976403
Healthcare,AIMT,0.21099917146903877,0.15763575713480654,1839.908208759507
Healthcare,AIM,-0.33621142627768774,0.12059251469571597,55.29940807491823
Financial-Services,AINC,0.7361450507273718,3.343888983156894,655455.5555555552
Consumer-Cyclical,AIN,0.15784540871609481,0.03639716592070001,477.1268315434331
Technology,AIRG,0.15251377036794014,0.17633943531922697,-75.61213183975433
Industrials,AIRT,0.1765716541481028,0.12413933712931047,18.95662440964451
Industrials,AIR,0.0972346753897653,0.04522339576559244,33.395014587340064
Industrials,AIT,0.16127259855899975,0.0508662503880315,70.44451827991244
Financial-Services,AIZ,0.21420407888439605,0.08838412047326559,45.28767942445885
Financial-Services,AJG,0.2037756554040448,0.02295505205510945,1276.563833720254
Industrials,AJRD,0.2522180737361871,0.13879713316663808,2152.0452967072074
Real-Estate,AJX,0.10187418715359498,0.028123253937476823,2331.692997947592
Technology,AKAM,0.17064163239142427,0.10333648359263081,-45.58417060829884
Healthcare,AKBA,-0.10379663700233437,0.13410632314717802,158.49002751424237
Healthcare,AKCA,5.2745395650565285,52.84122517857369,62.79951967687353
Basic-Materials,AKG,-0.03739838097539243,0.2657942985860536,16.47028918792414
Consumer-Defensive,AKO-A,0.06738920994421951,0.09334487983908715,-100.00000000000011
Consumer-Defensive,AKO-B,0.06086455148940334,0.10280484931561036,-90.1662626874716
Healthcare,AKRX,0.3228366312666671,0.7449243251398048,156.09576853227287
Real-Estate,AKR,0.08686977814069512,0.018796284756227265,590.8844302256193
Basic-Materials,AKS,0.18020610612771457,1.601195004087176,-73.85615811005164
Technology,AKTS,0.50876100896682,1.334623566206943,218650.00000000006
Healthcare,AKTX,-0.4223930971290912,0.06816678795675095,1502.951388888886
Healthcare,ALBO,-0.1315220401517604,0.22457109100546954,237.66848816029164
Basic-Materials,ALB,0.12396350073755762,0.09124259844659936,409.31690915770787
Consumer-Defensive,ALCO,0.06398311318447467,0.09801971984530694,12.554879535179452
Healthcare,ALC,0.3392092294308928,0.7434050592154982,-100.0
Healthcare,ALDX,-0.026270425212805117,0.040945143708283636,833.2580168083006
Real-Estate,ALEX,0.06353213776768703,0.05220991514233381,256.4259636070344
Industrials,ALGT,0.1963104544678497,0.09527217066688154,114.58363971543966
Industrials,ALG,0.27936669587710283,0.13662244308331264,5247.870160797228
Industrials,ALJJ,0.33050052331959756,0.4683672269421604,8123.287671232881
Healthcare,ALKS,0.16436080817900076,0.19947028746255305,298.0136477961489
Industrials,ALK,0.27334256299918136,0.08847427889675548,427.97468006353955
Industrials,ALLE,0.16992342417874168,0.04821178376717307,-5.6457792858861735
Financial-Services,ALLY,0.07986073862636855,0.0876943486047388,11.108141218398487
Financial-Services,ALL,0.191174871120676,0.05825215339188693,164.24771413751506
Healthcare,ALNA,-0.38267835808158385,0.019087661762824806,39.60119877748434
Healthcare,ALNY,0.5349655922965115,1.1124266335883726,1007.0978010918928
Technology,ALOT,0.11748756944899016,0.0440338462126532,2442.2218520986016
Basic-Materials,ALO,0.03788185498689578,0.5207556936205201,-10.645363408521263
Healthcare,ALPN,-0.32462766070515625,0.15355964945850234,-87.97465863927911
Technology,ALRM,0.25673815616007756,0.08628787062747496,203.86481908741115
Healthcare,ALRN,-0.4906638583324136,0.09364419206168789,-29.11654848696695
Financial-Services,ALRS,0.1558486248107613,0.04639311067385401,7673.4419668381925
Communication-Services,ALSK,-0.02407791818829139,0.15953899559022772,-89.12374300673628
Consumer-Cyclical,ALSN,0.14477758938484486,0.04490392700590394,213.50419311858292
Technology,ALTR,0.4266739182529924,0.07853791269683107,245.99407533485464
Consumer-Cyclical,ALV,0.1702137882126427,0.09040525945137978,-28.374914157607734
Healthcare,ALXN,0.20489592035717377,0.11351616671900644,245.48445575526438
Real-Estate,ALX,0.09440495540948533,0.03585145768168572,2462.3797504524246
Technology,ALYA,0.07997917938420163,0.11576233642512548,480.4991266592205
Industrials,AL,0.10803192351906131,0.087396242599971,478.38185172064163
Healthcare,AMAG,-0.0149273260016432,0.18475042702177072,10.504312684839876
Technology,AMAT,0.26111794770213237,0.1929943684714825,257.7465226776374
Technology,AMBA,0.4360631629242182,0.4089124177233281,1159.0949857317573
Financial-Services,AMBC,0.0775758852299736,0.1098370920997713,-36.17896827161455
Financial-Services,AMCI,7.71820834563228,311.6610357036008,-100.0
Consumer-Cyclical,AMCR,0.08185555206325248,0.020070031715618497,-100.0
Communication-Services,AMCX,0.051737546935431686,0.04751716030955098,323.73318224933183
Communication-Services,AMC,-0.02821700283322639,0.10360513574775529,408.6015725541504
Technology,AMD,0.45074073743085713,1.1381524131016914,2127.6603964982987
Healthcare,AMED,0.26032809564750775,0.28187520344153905,735.1803860941732
Healthcare,AMEH,0.6246286871131725,0.8334936630183698,-99.99999999999977
Industrials,AME,0.22035368604301567,0.05651553024334699,421.7453394579613
Healthcare,AMGN,0.18675156645212646,0.024531454985716163,134.41126913456603
Financial-Services,AMG,0.07976502800686901,0.11509048877384039,79.40228909253949
Real-Estate,AMH,0.09680391904968408,0.02088665617726818,217.69667542865045
Technology,AMKR,0.13469697297159722,0.19627586160096078,189.81191453066862
Financial-Services,AMNB,0.11678633875834794,0.04083848769027908,819.5303829078803
Healthcare,AMN,0.2865088705041884,0.2467561180376654,976.9081197450835
Technology,AMOT,0.4496606714062675,0.3108706029392994,581.601321834344
Communication-Services,AMOV,0.004703459003495031,0.04282513581343675,-43.07558470237895
Healthcare,AMPE,0.3173202475653647,1.4282912101376009,386.1398019294058
Healthcare,AMPH,0.205931598673924,0.05442997148180204,266.3563320349158
Financial-Services,AMP,0.23681269156222018,0.139483779080322,51.221399962056985
Financial-Services,AMRB,0.09108509536679274,0.061836201789236156,83.59603035610043
Industrials,AMRC,0.09402418857627581,0.10175529757261892,86.62648384598874
Financial-Services,AMRK,0.005594908410076575,0.19638438149041915,82.43572189259095
Financial-Services,AMSF,0.19108005244046658,0.02987047200298652,669.136556403732
Technology,AMSWA,0.16016989168627457,0.038373428854872285,420.481573060167
Healthcare,AMS,0.016433087598268552,0.0780899162538928,873.4042553191496
Real-Estate,AMT,0.2039624668290611,0.020500470405372395,309.3193915952218
Consumer-Cyclical,AMWD,0.31892902974283316,0.29531830646142404,4158.929384341149
Communication-Services,AMX,-0.002611420810183787,0.04044625613838578,-70.61863514531207
Consumer-Cyclical,AMZN,0.3427868639691881,0.12852145177205165,645.4205510008981
Energy,AM,-0.13617954262015827,0.07292203714541397,504.3495154898062
Healthcare,ANAB,1.394364578404635,7.629835695171674,-76.09307357884161
Consumer-Defensive,ANDE,0.11950854940824962,0.16780851072282468,-19.001887898209617
Technology,ANET,0.32094394659346165,0.25734112071153814,413.34196969995855
Consumer-Cyclical,ANF,0.023321808323630316,0.12286376376979277,-17.80135446026613
Communication-Services,ANGI,-0.003941886988112104,0.1423183426735345,216.57205951562113
Healthcare,ANGO,0.030477549161137575,0.0744997338665365,198.41133254779442
Real-Estate,ANH-PA,0.09283141531893035,0.0009742345542738895,86.11384521827208
Real-Estate,ANH-PC,0.053909961266302514,0.002231004558267945,-94.11846675109808
Real-Estate,ANH,0.06428799897037643,0.03620474750010923,6.099769708524683
Healthcare,ANIK,0.37096179603852253,0.7108357276501346,5788.288614313532
Healthcare,ANIP,0.26280998368682096,0.6680185420635725,48.80106425744565
Healthcare,ANIX,-0.005468588514182179,0.28924695664988287,918.7089947089952
Technology,ANSS,0.21907572320458155,0.07274003073654951,174.07016717125973
Consumer-Cyclical,AN,0.1185991534668279,0.052637989048922106,6.1390657494801
Industrials,AOBC,0.17833676249107133,0.28022930334598184,223.09477756286273
Financial-Services,AOD,0.04831960580247992,0.03829109430255885,8.165698214441804
Financial-Services,AON,0.20745438633125052,0.026004365480349324,87.98471528594906
Technology,AOSL,0.05666001893807236,0.24380758601584823,113.18030092514147
Industrials,AOS,0.28046312025355585,0.0791477946355557,336.8385253396027
Financial-Services,APAM,0.14253697453232467,0.20776507519596407,25.557163268637446
Energy,APA,-0.09128594691511731,0.06368803088934015,-35.66578578186287
Basic-Materials,APD,0.16590200238043765,0.035011101785770146,332.9789693621357
Consumer-Defensive,APEI,0.0014582326803231484,0.049261192081287444,-17.469686902856107
Healthcare,APEN,-0.2776585975710915,0.12516876977503744,-65.78631452581033
Healthcare,APHA,1.1107320623261718,2.4339772914152666,2508359.706232632
Real-Estate,APLE,0.05919912571253487,0.023851228787351235,170.80519480519482
Healthcare,APLS,0.3534316496149567,0.555978672070545,530.3819194767678
Industrials,APOG,0.14676589707366045,0.11882342375726485,376.66496866596384
Technology,APPF,0.5803250775971021,0.058944360400207244,2372.4160124590785
Technology,APPN,0.45603958097559566,0.2751330013244992,-21.166592156183732
Technology,APPS,0.505067126510282,1.218369499858224,37347.26627218935
Real-Estate,APTS,0.14095045161767583,0.08006980288439242,3939.78248181417
Industrials,APT,0.05737623234019863,0.18803467131523374,-77.98720404415397
Healthcare,APVO,-0.289580783313986,0.3453331930061133,61.46924688771111
Industrials,APWC,0.08185755473856675,0.36663140004760597,-73.21454566628817
Industrials,AP,-0.10473138558571657,0.13709895251951046,-82.96741288958168
Consumer-Defensive,AQB,167.16343288003733,56009.96967169686,58.91680668553232
Industrials,AQMS,-0.056759787789046334,0.6546962361046978,371.3431417234642
Utilities,AQN,0.19462722133716057,0.028083533078179977,13467.312378167728
Industrials,AQUA,0.11209869360408815,0.4465911682363705,93.12819975264986
Healthcare,ARAV,5.714788383344154,249.05735121231524,-100.0
Healthcare,ARAY,-0.037836253097960716,0.06967619058547009,-18.23032001868723
Healthcare,ARA,212.58644361727625,407220.12963370385,-19.491006034503734
Industrials,ARCB,0.18801671900089836,0.6866065686635876,15.46693544951242
Financial-Services,ARCC,0.14810465691351204,0.022221508437724663,686.1158302582052
Energy,ARCH,20.28719151041278,1234.5514487859175,-55.00792865036046
Consumer-Cyclical,ARCO,0.009398955922154274,0.23556485061804855,-59.08878152876471
Healthcare,ARCT,1.2993448915710721,10.856067966280438,-94.4326540953366
Industrials,ARC,0.006250758356293834,0.5463934860619895,-82.80498631490744
Financial-Services,ARDC,0.05151786275045389,0.016921932353982178,769.8912514202243
Healthcare,ARDX,0.3649192824787391,1.973133306345029,53.83048991770545
Consumer-Cyclical,ARD,0.12337144371088528,0.29559848266267513,-68.52350726092062
Financial-Services,ARES,0.2604249095438131,0.21760482502356612,1717.4796001306643
Real-Estate,ARE,0.14171834368171057,0.03701640920181685,676.9045858537264
Financial-Services,ARGO,0.16706739402192677,0.03873315083021152,264.5426792049394
Healthcare,ARGX,1.2284788256439667,0.8464372265577723,5.550307706231052
Real-Estate,ARI,0.10955132332067652,0.0159916424390199,2720.8315097821205
Consumer-Cyclical,ARKR,0.11369831214284701,0.03699440575596423,0.9002811509240303
Energy,ARLP,0.1022044739823624,0.1765960188022852,606.3071296737481
Real-Estate,ARL,0.19445880870397578,0.3576197132544306,26.748057713652383
Consumer-Cyclical,ARMK,0.16105353727835053,0.057669033577526826,610.7563189275952
Healthcare,ARMP,-0.15975136388532188,0.6613394073021073,29.486719310840144
Industrials,ARNC,0.06591857852351735,0.17234641246937926,-77.27139898743512
Energy,AROC,0.15165289055332934,0.3926407642341946,-7.706539361506493
Financial-Services,AROW,0.11626842630404008,0.034242181598180606,235.60224918614972
Healthcare,ARPO,-0.4986310473152578,0.04213825098688274,1345.450717703349
Utilities,ARTNA,0.11328158238171919,0.01184302234878682,275.54464136019794
Industrials,ARTW,0.040906911870388266,0.3840428276201346,-37.2443730650852
Technology,ARW,0.11704949018054263,0.02652308051017967,137.75583725983935
Energy,AR,-0.2770269690039038,0.08750124547225795,-31.69467206974079
Financial-Services,ASB,0.10159394629336296,0.042251385679949446,99.85164252472678
Energy,ASC,0.04540603717412358,0.18817819830012303,141.2406111131398
Financial-Services,ASFI,0.18057376080887327,0.1840364561501329,-86.44890463072281
Industrials,ASGN,0.2807830875136145,0.08088217333145863,3007.793362093259
Basic-Materials,ASH,0.17822881444185074,0.02315583028072938,-0.21347356431341513
Basic-Materials,ASIX,0.29238945302888564,0.35317179981358265,-21.666275524229192
Healthcare,ASMB,0.2237834661063328,0.9257582699326479,3683.685800604235
Healthcare,ASND,0.5574617860562305,0.273831819440432,11723.002094649768
Industrials,ASPN,0.2359772828216581,1.2049090102617366,98.33742772773516
Financial-Services,ASPS,0.13329735958308017,0.23530212346646673,15.916003260475344
Healthcare,ASRT,0.041371199453862216,0.27039909776593607,-50.705163566279495
Financial-Services,ASRV,0.11804970000450395,0.02630566549543185,57.860356294189216
Industrials,ASR,0.19739683635956023,0.0978808790568382,39.18449042984892
Industrials,ASTE,0.08852437056920814,0.09245140007100076,195.52793540842234
Technology,ASUR,0.2927156634457928,0.260055760328858,3295.4143441100005
Technology,ASX,0.11156865070300932,0.08079293430886399,-79.11288007996652
Financial-Services,ATAX,0.13063254563245574,0.037675218131886894,440.18166635154734
Technology,ATEN,-0.009953459179889414,0.14155234784289386,-38.70516451715271
Communication-Services,ATEX,0.04717290741706357,0.060910431606823356,157.28442317916
Consumer-Defensive,ATGE,0.012805317399452797,0.10536094018335462,-46.161033515810225
Healthcare,ATHE,0.045975584100281554,0.7833758001570207,5.534426229508187
Communication-Services,ATHM,0.24095246351019967,0.30107747993060663,6.431628974933023
Healthcare,ATHX,-0.02512930571782873,0.2680025298821253,202.43247512241356
Financial-Services,ATH,-0.13204814510196505,0.08483610517198048,65.3067063695723
Industrials,ATKR,0.3516136708602735,0.2380515156460804,146.99339668638726
Financial-Services,ATLC,0.2340513295348213,0.3683940072856811,-99.99999999999974
Financial-Services,ATLO,0.06693339416240315,0.02479934654686458,137.84560596713578
Communication-Services,ATNI,0.04685762982647524,0.06630353341879247,268.8937686237567
Healthcare,ATNM,0.08031988702345799,1.2130252349246209,1773.9117147707977
Healthcare,ATNX,0.11636116732561148,0.0532813707505038,1103.9513262236806
Technology,ATOM,-0.18694275209048156,0.034408476426638857,284.1521521521521
Utilities,ATO,0.17780329878526177,0.005911036010907636,1140.4344228382292
Healthcare,ATRA,0.31946745477256183,0.6167704975072273,239.12777183846623
Healthcare,ATRC,0.2828025199285591,0.31936982844438333,4955.804701627486
Industrials,ATRO,0.3810359769212562,0.41338493347408667,1375.2183280252473
Healthcare,ATRS,0.2533623620107777,0.21741539903827584,915.7289002557551
Consumer-Cyclical,ATR,0.14676530203080862,0.02163400403376588,412.48967472596183
Industrials,ATTO,-0.16988287232541463,0.0859603795688957,-91.4822783559206
Communication-Services,ATUS,0.0743043507038954,0.1936459565630758,96.19807416722294
Communication-Services,ATVI,0.248043967860991,0.1483494821600278,153.3427956411869
Financial-Services,AUBN,0.15949157075949955,0.05833902042564554,1491.0607071380814
Financial-Services,AUB,0.16615003779569304,0.05878029589215693,2936.750906575947
Technology,AUDC,0.40743202175489246,0.45986023261368947,783.5122411633295
Basic-Materials,AUG,0.3430825438265277,0.6063455853722517,106.41448484601705
Basic-Materials,AUMN,0.05137804071052301,0.8197741346022134,-92.15789951142403
Healthcare,AUPH,0.5043296380403781,0.7030096165881227,275861.43096034403
Basic-Materials,AUY,-0.013627174471057501,0.16180383110321667,23.506710102885876
Financial-Services,AVAL,0.022581777407319703,0.10603388168855561,-16.83805253667333
Industrials,AVAV,0.12076712222296045,0.12881109383731487,484.6336493545565
Utilities,AVA,0.13219266187939765,0.020107733290276538,411.5055621659396
Healthcare,AVDL,0.2866309025601881,0.813287457131386,1674.3345903700038
Basic-Materials,AVD,0.187688065620455,0.23133596817309238,88.95608395681201
Healthcare,AVEO,0.20410797248531637,1.909793941916283,18.15561228087492
Technology,AVGO,0.3783268337499157,0.07995690234100647,2601.24473897405
Industrials,AVH,0.021925063905187357,0.35355757594699616,-89.65968203375944
Communication-Services,AVID,0.05540599596868545,0.20761428229023166,-4.987954282608783
Financial-Services,AVK,0.09437826505488119,0.0308654565738048,236.51443533017124
Healthcare,AVNS,0.03760976015725744,0.05736747804503295,-62.33537766026188
Technology,AVT,0.05248296902833769,0.026157846172336897,35.887184883348176
Technology,AVX,0.08901519920217078,0.0415137152117213,170.1145362897064
Technology,AVYA,-0.04256888080355756,0.012851797979972004,1617.4484052532835
Industrials,AVY,0.19713128411002398,0.0808069153268665,144.61309446773996
Financial-Services,AWF,0.0845060388105383,0.015660533438096584,674.9872838250255
Industrials,AWI,0.16827190841676348,0.07059105932034551,54.335484926635814
Utilities,AWK,0.21909808651283788,0.009652252808112471,821.895332390382
Financial-Services,AWP,0.12429579615162836,0.05971662341222176,92.11699204009854
Technology,AWRE,0.2490048975231892,0.5175166243727023,-33.86379412293999
Utilities,AWR,0.21892491156392727,0.015920359169819272,579.7199967848592
Industrials,AWX,0.04417145263607521,0.11739117075921564,72.9729729729736
Energy,AXAS,0.04777081756791993,0.5294982941420381,-85.70749047880483
Industrials,AXE,0.13143371740749393,0.1029941961962001,206.34198879461917
Healthcare,AXGN,0.29904030260622433,0.5103437464049382,92323.12320916867
Consumer-Cyclical,AXL,0.07233651454186985,0.11783561492977343,-22.52184149931049
Financial-Services,AXP,0.15169318887443733,0.04664151159318394,123.4585203760906
Real-Estate,AXR,0.039061978634179234,0.2778178627019662,-73.34496124031004
Healthcare,AXSM,6.963916072705059,207.66278206995634,20678.910036916524
Financial-Services,AXS,0.11651662024395988,0.027496778174842335,289.9658162074591
Basic-Materials,AXTA,0.0866609801279306,0.03789848151514317,41.80950386759358
Technology,AXTI,0.23193873869112833,0.6370975052912224,-85.53260337886124
Industrials,AXU,0.29418609897287934,1.2614191688419667,9.235778989999744
Financial-Services,AX,0.3596405631187643,0.2911647573403523,3169.249215598386
Industrials,AYI,0.19659258076248826,0.1161853091613031,103.0891693068771
Industrials,AYR,0.20935489742629593,0.10442577306358473,238.43518209243263
Technology,AYX,0.8393175683664809,0.13199088996364314,1218.2367423243677
Healthcare,AZN,0.1423154769989613,0.02407026000546616,717.0197800156332
Consumer-Cyclical,AZO,0.23821578598491894,0.045638991292224804,426.0335770638747
Technology,AZPN,0.3034061981944367,0.04498572120830297,1382.8582712270195
Utilities,AZRE,-0.014715528072282491,0.0859844279377264,535.1666666666665
Healthcare,AZRX,-0.27274666625202004,0.05752729533583908,1376.851447693875
Industrials,AZUL,0.24769955368368057,0.04313451747985215,101.05524535523655
Industrials,AZZ,0.15368839199591258,0.061758633004145566,455.01966698595777
Healthcare,A,0.16289483819149647,0.03525976219474915,80.42192010699853
Consumer-Cyclical,BABA,0.21997167195624376,0.1757462007893883,35.22550780759555
Financial-Services,BAC-PE,0.09176152842200351,0.02616448734147659,1301.7364514773835
Financial-Services,BAC-PL,0.13223829556952488,0.029036539467403817,1828.9993343687588
Financial-Services,BAC,0.1731809634241998,0.17514271153310979,37.730037380450305
Financial-Services,BAF,0.07236730028084315,0.013374164834527798,176.0934444787485
Industrials,BAH,0.22342306447421728,0.04259537560120099,11472.033566318218
Financial-Services,BANC,0.23128947462306612,0.23949467333683372,2262.274213552824
Technology,BAND,0.4961555527987039,0.06216714048052991,260.54381528145046
Financial-Services,BANF,0.1689821340011094,0.04251037427821353,134.99143843939348
Financial-Services,BANX,0.04642447666096985,0.018948519462541235,12.699922706462942
Financial-Services,BAP,0.18098510416184949,0.09590925904108319,140.68844690022468
Healthcare,BASI,0.5270653516289097,1.3569091793749217,347.0443349753635
Communication-Services,BATRA,-0.009062720496806988,0.06166853763569782,-63.170816793610676
Communication-Services,BATRK,0.037662516113707606,0.027115530781435207,-26.289913947443594
Healthcare,BAX,0.14479923106335507,0.03171184690836355,159.53018742976374
